Table 8,,,,,,,,,,,,
Offenses Known to Law Enforcement,,,,,,,,,,,,
"by State by City, 2022",,,,,,,,,,,,
State,City,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson1
,Arthur,"2,227",3,0,1,0,2,14,2,9,3,0
,Assumption,"1,172",1,0,0,0,1,2,1,0,1,0
,Atwood,"1,116",3,0,1,0,2,19,12,7,0,0
,Auburn,"4,463",4,0,2,0,2,25,9,16,0,0
,Bannockburn,"1,000",2,0,1,0,1,27,8,19,0,0
,Barrington,"10,614",9,0,4,0,5,54,4,42,8,0
,Barrington Hills,"4,024",2,0,1,0,1,30,5,20,5,0
,Bartonville,"5,789",28,0,4,3,21,127,25,93,9,0
,Batavia,"26,088",26,0,8,2,16,276,32,230,14,0
,Beckemeyer,908,0,0,0,0,0,2,0,2,0,0
,Beecher,"4,675",2,0,1,1,0,20,6,13,1,0
,Belleville,"41,291",164,2,34,12,116,571,88,392,91,10
,Bellwood,"17,972",64,1,3,17,43,308,32,174,102,4
,Berwyn,"54,654",72,0,2,23,47,416,38,287,91,6
,Bethalto,"9,311",16,0,6,0,10,40,5,30,5,0
,Bethany,"1,249",2,0,0,0,2,9,3,5,1,0
,Blue Island,"21,577",126,2,13,28,83,627,87,338,202,7
,Bluffs,598,0,0,0,0,0,0,0,0,0,0
,Bolingbrook,"73,364",162,5,40,24,93,561,60,436,65,3
,Braidwood,"6,176",8,0,4,0,4,39,8,26,5,0
,Breese,"4,588",0,0,0,0,0,14,1,12,1,0
,Buffalo Grove,"42,468",16,4,2,4,6,260,29,216,15,2
,Burbank,"28,271",49,0,6,19,24,394,39,293,62,4
,Calumet Park,"6,711",66,4,2,24,36,292,41,153,98,0
,Campton Hills,"10,802",0,0,0,0,0,1,1,0,0,0
,Carbondale,"21,612",170,4,33,22,111,680,131,498,51,15
,Carlinville,"5,500",14,0,1,0,13,159,18,135,6,0
,Carlyle,"3,200",6,0,2,0,4,46,14,31,1,0
,Catlin,"1,944",0,0,0,0,0,6,4,2,0,0
,Champaign,"89,815",580,7,56,50,467,"1,547",174,"1,339",34,13
,Channahon,"14,006",16,0,8,0,8,73,8,54,11,0
,Chatham,"14,420",7,0,2,1,4,106,14,80,12,0
,Chenoa,"3,121",2,0,1,0,1,3,1,1,1,0
,Cherry,422,0,0,0,0,0,0,0,0,0,0
,Cherry Valley,"2,880",9,1,1,3,4,144,5,128,11,0
,Chicago,"2,652,124","14,321",604,"1,374","8,948","3,395","83,090","7,626","54,273","21,191",152
,Chicago Heights,"26,393",502,5,20,96,381,704,122,457,125,8
,Chicago Ridge,"13,867",30,1,7,8,14,293,24,242,27,3
,Chillicothe,"5,980",22,0,0,2,20,104,27,72,5,3
,Cicero,"81,492",234,3,8,88,135,"1,122",231,633,258,8
,Clinton,"6,862",10,0,1,1,8,80,19,59,2,0
,Coal City,"5,800",2,0,1,0,1,27,5,16,6,0
,Coal Valley,"3,820",4,0,0,1,3,33,3,27,3,0
,Colchester,"1,058",0,0,0,0,0,9,3,5,1,0
,Collinsville,"24,131",55,0,23,3,29,463,69,363,31,1
,Colona,"5,009",10,1,7,0,2,85,21,56,8,4
,Cortland,"4,404",0,0,0,0,0,32,0,32,0,0
,Coulterville,832,1,0,1,0,0,0,0,0,0,0
,Countryside,"6,159",7,0,2,0,5,179,27,132,20,0
,Crest Hill,"20,197",53,1,16,7,29,215,23,160,32,1
,Crestwood,"10,507",13,1,0,6,6,196,10,164,22,0
,Crete,"8,371",14,0,2,1,11,71,9,59,3,1
,Danville,"28,480",500,4,42,35,419,"1,373",287,"1,015",71,16
,Decatur,"68,789",485,16,54,70,345,"1,702",418,"1,014",270,38
,Deerfield,"18,981",7,0,6,1,0,180,17,158,5,0
,DeKalb,"40,555",222,1,65,31,125,"1,046",80,906,60,8
,Des Plaines,"58,425",69,0,9,14,46,708,120,545,43,6
,Dixon,"15,396",18,0,5,1,12,90,12,76,2,4
,Dupo,"3,896",9,0,2,2,5,63,7,43,13,1
,Durand,"1,387",0,0,0,0,0,7,0,7,0,0
,Dwight,"3,989",4,0,0,1,3,22,3,19,0,0
,East Dundee,"3,091",10,0,1,0,9,70,2,54,14,0
,East Hazel Crest,"1,237",4,1,3,0,0,38,1,29,8,0
,East Peoria,"22,130",64,0,23,9,32,591,62,497,32,1
,Edwardsville,"25,117",16,0,3,0,13,196,6,173,17,2
,Effingham,"12,188",38,0,9,3,26,333,40,281,12,2
,Elburn,"6,368",3,0,3,0,0,23,0,23,0,0
,Eldorado,"3,644",8,0,0,0,8,0,0,0,0,0
,Elgin,"113,205",215,3,87,31,94,851,108,660,83,6
,Elk Grove Village,"31,479",41,0,12,5,24,541,53,450,38,2
,Ellis Grove,319,0,0,0,0,0,0,0,0,0,0
,Elmwood Park,"23,485",33,0,7,12,14,284,44,203,37,3
,Elwood,"2,208",5,0,1,1,3,16,2,12,2,0
,Evanston,"76,259",135,2,29,78,26,"1,869",270,"1,452",147,10
,Evergreen Park,"19,103",29,0,5,13,11,899,21,828,50,4
,Fairbury,"3,585",0,0,0,0,0,2,1,1,0,1
,Fairmont City,"2,211",7,0,2,2,3,29,5,20,4,0
,Fairmount,593,1,0,0,0,1,2,1,1,0,0
,Fairview Heights,"16,270",50,0,11,4,35,512,60,412,40,0
,Farmer City,"1,803",2,0,1,0,1,17,1,15,1,0
,Findlay,650,0,0,0,0,0,2,2,0,0,0
,Fithian,474,0,0,0,0,0,2,1,1,0,0
,Flossmoor,"9,281",11,0,3,1,7,112,10,89,13,0
,Forest Park,"13,740",65,0,8,28,29,489,58,339,92,2
,Fox Lake,"10,876",30,0,4,5,21,179,21,148,10,0
,Fox River Grove,"4,684",0,0,0,0,0,30,1,29,0,0
,Frankfort,"20,666",9,0,6,1,2,145,17,121,7,0
,Franklin Park,"18,230",32,0,4,8,20,238,38,153,47,3
,Freeport,"23,411",74,2,18,13,41,306,86,194,26,2
,Fulton,"3,609",6,0,1,0,5,15,2,13,0,0
,Geneseo,"6,488",15,0,1,1,13,78,2,74,2,0
,Geneva,"21,152",19,0,7,2,10,133,8,122,3,1
,Germantown,"1,312",1,0,1,0,0,5,1,3,1,0
,Gilberts,"8,339",1,0,0,1,0,27,7,20,0,0
,Glen Carbon,"13,822",10,0,9,0,1,166,7,153,6,0
,Glencoe,"8,567",3,0,3,0,0,71,12,54,5,0
,Glenview,"47,092",56,0,8,7,41,619,83,505,31,3
,Glenwood,"8,317",29,3,5,10,11,168,14,101,53,1
,Golf,501,0,0,0,0,0,0,0,0,0,0
,Grand Ridge,509,0,0,0,0,0,1,0,1,0,0
,Granite City,"27,273",178,2,55,15,106,697,145,445,107,21
,Grayslake,"24,519",45,1,17,1,26,241,27,192,22,2
,Grayville,"1,512",1,0,0,0,1,22,9,12,1,0
,Greenfield,"1,028",1,0,1,0,0,4,1,2,1,1
,Greenville,"6,480",7,0,0,1,6,51,9,38,4,0
,Gurnee,"30,361",34,1,7,5,21,768,44,645,79,3
,Hampshire,"7,881",4,0,1,0,3,22,2,17,3,0
,Harrisburg,"8,020",6,0,1,1,4,10,1,9,0,0
,Harvard,"9,461",10,0,3,1,6,82,5,69,8,0
,Havana,"2,868",5,0,2,0,3,71,7,61,3,0
,Hazel Crest,"12,849",94,3,9,24,58,440,33,250,157,5
,Henning,205,0,0,0,0,0,2,0,2,0,0
,Henry,"2,308",4,0,1,0,3,9,0,7,2,0
,Heyworth,"2,762",0,0,0,0,0,6,1,5,0,0
,Highland,"10,026",9,0,5,0,4,71,15,52,4,0
,Highland Park,"30,173",20,2,5,3,10,352,61,277,14,4
,Hillsboro,"5,860",6,0,3,1,2,49,14,33,2,1
,Hodgkins,"1,452",2,0,0,0,2,169,4,152,13,0
,Hoffman Estates,"50,385",50,0,18,12,20,480,58,376,46,0
,Homer Glen,"24,524",11,0,3,0,8,92,26,59,7,0
,Homewood,"18,634",35,1,3,17,14,693,33,599,61,1
,Hoopeston,"4,782",23,0,1,2,20,77,23,45,9,8
,Hopedale,809,0,0,0,0,0,0,0,0,0,0
,Hudson,"1,733",0,0,0,0,0,0,0,0,0,0
,Huntley,"28,223",17,0,8,0,9,175,56,116,3,0
,Indianola,223,0,0,0,0,0,0,0,0,0,0
,Inverness,"7,314",2,1,0,0,1,19,12,6,1,0
,Jacksonville,"17,731",42,0,11,10,21,382,67,283,32,7
,Jerseyville,"8,271",12,0,8,0,4,111,12,91,8,2
,Johnsburg,"6,395",6,0,0,0,6,55,0,54,1,0
,Joliet,"150,545",770,2,81,53,634,"1,534",184,"1,200",150,7
,Kenilworth,"2,404",0,0,0,0,0,8,1,7,0,0
,Kildeer,"4,240",2,0,0,0,2,35,8,27,0,0
,Kincaid,"1,379",0,0,0,0,0,0,0,0,0,0
,Kingston,"1,099",0,0,0,0,0,3,0,3,0,0
,Lacon,"1,857",5,0,1,0,4,1,0,1,0,0
,La Grange,"15,699",5,0,1,3,1,119,14,100,5,2
,La Grange Park,"12,992",6,0,4,2,0,97,11,84,2,1
,Lake Forest,"19,201",3,0,1,0,2,129,36,84,9,1
,Lake in the Hills,"28,961",16,0,9,0,7,84,17,64,3,0
,Lakemoor,"6,285",5,0,2,1,2,76,3,69,4,0
,Lake Zurich,"19,571",11,0,3,1,7,250,22,222,6,1
,Lanark,"1,592",0,0,0,0,0,7,0,7,0,0
,Lansing,"27,828",106,1,19,52,34,754,172,406,176,3
,La Salle,"9,450",6,0,0,1,5,15,3,10,2,0
,Leland,927,0,0,0,0,0,1,1,0,0,0
,Lemont,"17,394",9,0,1,0,8,83,22,46,15,0
,Le Roy,"3,448",3,0,2,0,1,23,3,20,0,1
,Libertyville,"20,434",6,0,1,1,4,41,8,26,7,1
,Lincoln,"13,119",14,0,0,1,13,85,17,63,5,0
,Lincolnshire,"7,931",3,0,2,0,1,57,11,40,6,1
,Lindenhurst,"14,242",11,1,2,0,8,44,8,28,8,1
,Litchfield,"6,705",30,0,4,0,26,300,43,242,15,3
,Lockport,"26,079",14,0,8,0,6,156,9,134,13,1
,Loves Park,"23,222",79,3,17,10,49,342,45,256,41,3
,Lovington,"1,061",1,0,0,0,1,15,5,7,3,0
,Machesney Park,"22,558",55,0,13,1,41,241,28,197,16,0
,Mackinaw,"1,851",1,0,1,0,0,28,3,23,2,0
,Mahomet,"9,709",17,0,1,1,15,53,7,37,9,0
,Manhattan,"10,569",5,0,3,0,2,33,3,27,3,0
,Manito,"1,511",1,0,1,0,0,8,1,7,0,0
,Maple Park,"1,506",0,0,0,0,0,3,1,2,0,0
,Marseilles,"4,785",9,0,5,2,2,18,2,13,3,0
,Marshall,"3,867",8,0,0,0,8,38,12,22,4,0
,Maryville,"8,194",11,1,3,0,7,37,5,29,3,0
,Mascoutah,"8,622",6,0,1,1,4,34,9,24,1,0
,Mason City,"2,011",1,0,1,0,0,6,3,2,1,0
,McHenry,"27,610",18,0,8,1,9,202,13,180,9,2
,McLeansboro,"2,586",3,0,0,0,3,3,2,1,0,0
,McNabb,269,0,0,0,0,0,0,0,0,0,0
,Melrose Park,"23,739",69,0,16,18,35,405,25,304,76,0
,Metropolis,"5,849",20,0,4,1,15,178,26,135,17,2
,Midlothian,"13,721",28,0,4,7,17,262,19,198,45,0
,Milan,"4,994",13,0,6,1,6,131,17,86,28,1
,Milledgeville,"1,082",0,0,0,0,0,5,2,3,0,0
,Millstadt,"3,986",2,0,1,1,0,9,1,8,0,0
,Mokena,"19,829",11,0,3,3,5,155,22,121,12,0
,Moline,"42,009",210,1,41,11,157,"1,190",183,831,176,11
,Monee,"5,090",9,0,1,0,8,127,10,107,10,0
,Monmouth,"8,652",19,1,2,0,16,123,13,93,17,0
,Montgomery,"22,257",43,3,21,5,14,219,13,189,17,0
,Morris,"14,511",28,1,13,2,12,202,24,171,7,0
,Morrison,"4,027",13,0,2,0,11,19,3,14,2,0
,Morton,"17,169",28,0,11,1,16,182,18,152,12,0
,Morton Grove,"24,238",25,0,1,2,22,318,79,223,16,2
,Mount Carmel,"6,733",21,0,5,0,16,24,5,18,1,0
,Mount Carroll,"1,512",2,0,0,2,0,5,0,5,0,0
,Mount Prospect,"54,477",38,1,11,6,20,517,50,435,32,2
,Mount Pulaski,"1,516",1,0,0,1,0,1,0,0,1,0
,Mount Zion,"5,867",7,0,4,1,2,44,3,38,3,0
,Mundelein,"31,561",19,0,3,4,12,279,29,223,27,1
,Murphysboro,"6,973",33,0,8,2,23,199,26,166,7,0
,Naperville,"148,929",78,3,38,14,23,"1,212",95,"1,063",54,4
,Neoga,"1,367",4,0,0,1,3,7,3,4,0,0
,New Athens,"1,902",0,0,0,0,0,4,0,3,1,0
,New Baden,"3,362",3,0,2,0,1,12,0,12,0,0
,New Lenox,"27,699",20,0,13,4,3,246,21,214,11,0
,Newman,761,0,0,0,0,0,6,1,4,1,1
,Niles,"29,784",31,0,6,7,18,718,78,605,35,0
,Normal,"53,613",122,0,28,16,78,723,46,644,33,3
,Northfield,"5,534",1,0,1,0,0,66,18,43,5,0
,Oak Lawn,"55,957",67,0,18,22,27,855,74,659,122,2
,Oak Park,"52,152",171,3,33,81,54,"1,571",168,"1,145",258,0
,Oakwood,"1,296",0,0,0,0,0,17,2,14,1,0
,O'Fallon,"32,250",50,1,17,3,29,360,33,292,35,0
,Oglesby,"3,638",2,0,2,0,0,9,1,7,1,0
,Olney,"8,681",18,1,3,0,14,146,25,118,3,0
,Olympia Fields,"4,573",5,0,3,1,1,169,15,142,12,0
,Onarga,"1,308",0,0,0,0,0,0,0,0,0,0
,Oswego,"35,932",32,0,15,2,15,186,11,161,14,5
,Ottawa,"18,696",33,0,11,4,18,135,20,104,11,2
,Palatine,"65,078",71,3,20,8,40,514,55,423,36,5
,Palestine,"1,224",1,0,0,0,1,6,0,4,2,1
,Palos Heights,"11,602",8,0,1,2,5,100,7,78,15,1
,Palos Hills,"17,790",12,0,1,1,10,82,17,54,11,0
,Palos Park,"4,819",0,0,0,0,0,21,4,17,0,0
,Park Forest,"20,896",65,4,8,17,36,287,26,171,90,4
,Pecatonica,"2,044",1,0,0,0,1,11,2,9,0,0
,Pekin,"31,252",103,5,45,4,49,712,88,586,38,2
,Peoria,"110,551","1,314",24,103,121,"1,066","3,469",679,"2,188",602,62
,Peoria Heights,"5,764",40,0,6,4,30,154,27,109,18,0
,Peotone,"4,209",1,0,0,1,0,23,3,19,1,0
,Peru,"9,793",8,0,3,0,5,135,3,127,5,0
,Phoenix,"1,634",8,0,0,2,6,29,0,17,12,0
,Pingree Grove,"11,078",5,0,3,0,2,19,0,17,2,0
,Pittsfield,"4,182",5,0,2,0,3,42,9,32,1,0
,Plainfield,"46,004",37,1,25,3,8,311,34,246,31,0
,Plano,"12,474",15,0,6,1,8,76,0,76,0,0
,Pleasant Hill,915,0,0,0,0,0,0,0,0,0,0
,Polo,"2,246",2,0,2,0,0,4,3,1,0,0
,Pontiac,"11,333",31,0,19,1,11,94,12,79,3,1
,Potomac,669,0,0,0,0,0,1,0,1,0,0
,Princeton,"7,630",5,0,1,0,4,100,2,93,5,1
,Prophetstown,"1,922",0,0,0,0,0,2,0,2,0,0
,Prospect Heights,"15,404",22,0,5,3,14,157,12,130,15,2
,Rantoul,"11,971",73,5,18,3,47,266,57,207,2,4
,River Forest,"11,403",6,0,0,6,0,170,13,146,11,0
,River Grove,"10,504",9,0,2,3,4,123,18,88,17,1
,Riverwoods,"3,744",1,0,1,0,0,17,7,9,1,0
,Robinson,"7,189",28,0,9,0,19,94,17,70,7,3
,Rochester,"3,827",7,0,1,0,6,14,2,11,1,0
,Rock Falls,"8,687",44,0,10,2,32,237,38,182,17,3
,Rockford,"146,710","2,098",16,128,202,"1,752","3,866",626,"2,470",770,53
,Rock Island,"36,235",204,11,3,13,177,939,164,586,189,7
,Rockton,"7,738",7,0,1,0,6,86,6,78,2,0
,Rolling Meadows,"23,453",37,0,7,4,26,344,51,267,26,1
,Romeoville,"41,069",61,0,12,8,41,349,26,275,48,0
,Roscoe,"10,815",6,1,2,0,3,59,9,46,4,0
,Rosemont,"3,779",23,3,5,7,8,327,11,281,35,0
,Rossville,"1,187",2,0,1,0,1,3,1,2,0,0
,Round Lake Beach,"26,928",29,4,7,3,15,182,20,140,22,1
,Roxana,"1,438",1,0,0,0,1,12,4,7,1,0
,Ruma ,308,0,0,0,0,0,0,0,0,0,0
,Salem,"7,136",36,0,15,1,20,128,19,101,8,0
,Sandwich,"7,167",1,0,0,0,1,5,2,3,0,0
,San Jose,462,0,0,0,0,0,0,0,0,0,0
,Schaumburg,"75,745",69,0,22,17,30,"1,613",77,"1,441",95,3
,Sherman,"4,603",0,0,0,0,0,17,1,16,0,0
,Shiloh,"14,616",15,0,6,0,9,131,9,75,47,0
,Shorewood,"18,326",12,0,4,3,5,118,9,99,10,0
,Sidell,476,0,0,0,0,0,0,0,0,0,0
,Silvis,"7,922",28,0,3,1,24,292,52,219,21,1
,Skokie,"65,185",135,1,23,32,79,"1,540",220,"1,221",99,3
,Sleepy Hollow,"3,160",2,0,0,0,2,8,0,6,2,0
,Somonauk,"1,774",2,0,1,0,1,9,0,9,0,0
,South Barrington,"4,973",0,0,0,0,0,88,12,73,3,1
,South Beloit,"7,893",19,1,4,2,12,92,15,56,21,0
,South Chicago Heights,"3,848",23,0,4,4,15,92,8,60,24,1
,South Elgin,"23,995",24,0,18,1,5,122,8,98,16,0
,Southern View,"1,553",6,0,1,1,4,53,15,37,1,0
,South Holland,"20,626",83,4,21,25,33,416,31,262,123,2
,South Roxana,"1,884",4,0,1,0,3,11,4,5,2,0
,Sparta,"4,681",17,0,3,0,14,32,4,28,0,0
,Springfield,"112,549",867,7,96,147,617,"4,777",909,"3,361",507,25
,Spring Valley,"5,415",6,0,4,1,1,56,9,44,3,0
,Stanford,590,0,0,0,0,0,10,3,6,1,0
,St. Anne,"1,111",3,0,0,0,3,18,3,14,1,0
,St. Charles,"32,973",43,0,15,9,19,397,36,347,14,2
,Steger,"9,325",34,1,7,8,18,159,13,112,34,0
,Sterling,"14,681",51,0,25,3,23,226,25,182,19,0
,Stickney,"6,841",5,0,0,1,4,62,15,44,3,0
,Stone Park,"4,386",4,0,0,0,4,4,0,4,0,0
,Streamwood,"37,923",69,2,13,11,43,298,53,215,30,0
,Streator,"12,303",13,0,2,2,9,84,5,74,5,0
,Sullivan,"4,385",9,0,0,0,9,8,0,7,1,1
,Swansea,"14,068",14,0,1,0,13,186,28,129,29,1
,Sycamore,"18,673",28,0,8,3,17,220,8,208,4,0
,Thornton,"2,289",1,0,1,0,0,37,8,26,3,0
,Tilton,"2,584",8,0,2,1,5,109,19,85,5,0
,Tinley Park,"53,973",41,1,9,14,17,663,44,516,103,1
,Tolono,"3,489",3,0,1,0,2,46,2,42,2,1
,Toluca,"1,333",0,0,0,0,0,10,2,8,0,0
,Trenton,"2,630",0,0,0,0,0,2,0,2,0,0
,Troy,"11,260",12,1,3,1,7,56,9,40,7,1
,Tuscola,"4,656",7,0,0,0,7,21,3,17,1,2
,Union,552,0,0,0,0,0,3,0,3,0,0
,University Park,"7,038",24,2,5,5,12,108,6,57,45,0
,Valmeyer,"1,216",0,0,0,0,0,2,0,2,0,0
,Vandalia,"6,812",0,0,0,0,0,82,13,61,8,0
,Vernon Hills,"26,717",28,0,7,6,15,338,27,296,15,1
,Villa Park,"21,752",25,0,4,6,15,321,34,262,25,0
,Virden,"3,159",10,0,2,0,8,42,24,15,3,0
,Washington,"15,910",10,1,6,1,2,147,7,137,3,0
,Watseka,"4,587",7,0,2,0,5,76,5,66,5,0
,Wauconda,"13,945",4,0,3,0,1,29,2,20,7,0
,Wayne,"2,240",0,0,0,0,0,7,6,1,0,0
,West Dundee,"7,727",8,1,1,0,6,64,8,51,5,0
,Western Springs,"13,175",0,0,0,0,0,49,6,39,4,1
,Westville,"3,084",11,0,2,0,9,43,11,31,1,0
,Wheeling,"37,790",63,1,25,5,32,363,38,303,22,1
,Willow Springs,"5,628",0,0,0,0,0,24,1,20,3,0
,Wilmette,"27,144",10,0,5,3,2,340,43,273,24,2
,Wilmington,"5,602",9,0,2,1,6,47,10,34,3,0
,Winfield,"10,460",6,0,0,0,6,27,2,23,2,0
,Winnebago,"2,885",5,0,0,0,5,23,3,19,1,0
,Winnetka,"12,277",8,0,3,0,5,94,8,69,17,0
,Wood River,"10,350",37,0,5,2,30,246,24,209,13,3
,Woodstock,"25,778",15,0,6,2,7,180,3,165,12,1
,Worden,"1,092",1,0,1,0,0,2,1,1,0,0
,Worth,"10,507",25,2,7,6,10,135,14,107,14,2
,Yorkville,"23,635",22,0,13,4,5,105,5,96,4,2
,Zion,"24,348",123,5,23,10,85,476,60,311,105,2
INDIANA,Albion,"2,232",0,0,0,0,0,28,2,21,5,0
,Anderson,"54,965",267,7,52,59,149,"1,594",242,"1,101",251,3
,Angola,"9,022",7,2,0,0,5,203,9,167,27,0
,Auburn,"13,645",7,1,2,0,4,169,29,128,12,0
,Avon,"24,167",40,0,7,9,24,577,27,501,49,0
,Bargersville,"10,791",4,1,1,0,2,59,5,48,6,0
,Bedford,"13,824",10,0,0,1,9,132,12,107,13,0
,Beech Grove,"14,401",45,1,8,8,28,385,86,211,88,2
,Bloomington,"80,135",407,4,60,59,284,"1,874",249,"1,508",117,27
,Bluffton,"10,327",9,0,5,0,4,84,14,63,7,2
,Bristol,"1,783",1,0,0,0,1,66,13,40,13,1
,Brownsburg,"31,072",24,0,7,6,11,263,19,212,32,0
,Butler,"2,646",1,0,0,0,1,25,4,18,3,1
,Carmel,"101,670",66,2,17,5,42,821,47,704,70,2
,Cedar Lake,"15,271",16,0,2,0,14,64,9,47,8,0
,Charlestown,"8,482",21,0,1,1,19,86,11,71,4,0
,Chesterton,"14,487",28,0,0,1,27,58,3,48,7,0
,Cicero,"5,537",5,0,0,0,5,6,0,5,1,0
,Clarksville,"21,890",35,0,3,9,23,923,39,796,88,1
,Claypool,396,1,0,0,0,1,7,1,4,2,0
,Columbia City,"10,027",18,0,1,1,16,84,5,73,6,0
,Crawfordsville,"16,449",52,0,4,4,44,209,25,175,9,3
,Cumberland,"6,388",10,1,1,5,3,232,31,185,16,0
,Danville,"10,925",13,0,4,1,8,93,5,78,10,0
,Dayton,"1,348",3,0,0,0,3,20,1,18,1,0
,Dyer,"16,351",4,0,1,2,1,55,6,44,5,0
,Edinburgh,"4,431",4,0,0,0,4,51,3,40,8,0
,Elkhart,"53,947",575,8,41,57,469,"1,538",300,"1,029",209,5
,Elwood,"8,397",8,0,2,1,5,112,15,80,17,0
,Evansville,"115,719",832,25,82,70,655,"4,359",654,"3,250",455,40
,Fishers,"102,921",80,1,16,7,56,772,39,671,62,1
,Fort Wayne,"267,791",702,20,120,189,373,"6,393",592,"5,196",605,54
,Frankfort,"16,572",6,0,2,0,4,49,6,41,2,1
,Franklin,"25,714",21,0,7,1,13,323,13,280,30,0
,Fremont,"2,092",1,0,1,0,0,15,2,9,4,0
,Goshen,"34,697",87,2,13,7,65,956,140,718,98,6
,Greenfield,"24,596",36,0,12,1,23,284,67,195,22,0
,Greenwood,"65,813",48,6,9,13,20,"1,182",51,"1,046",85,4
,Griffith,"16,218",17,0,1,4,12,155,17,111,27,0
,Hammond,"76,366",512,15,28,123,346,"2,556",265,"2,049",242,20
,Hartford City,"6,060",23,2,0,0,21,13,8,3,2,0
,Highland,"23,498",21,0,0,3,18,314,12,276,26,4
,Hobart,"29,374",29,2,3,5,19,627,31,556,40,1
,Huntingburg,"6,459",7,0,0,0,7,26,7,17,2,0
,Huntington,"17,030",12,4,2,2,4,188,17,165,6,2
,Indianapolis,"886,455","9,109",208,565,"1,624","6,712","29,932","4,804","20,451","4,677",248
,Jasper,"16,699",37,0,6,0,31,88,9,74,5,0
,Jeffersonville,"51,150",120,0,6,14,100,848,117,578,153,0
,Kendallville,"10,153",25,0,11,1,13,152,10,136,6,0
,Knox,"3,583",12,0,0,0,12,26,9,14,3,0
,Kokomo,"59,776",306,3,28,13,262,921,196,630,95,2
,Lafayette,"70,861",421,2,66,35,318,"1,551",227,"1,116",208,18
,La Porte,"22,371",45,1,10,5,29,372,83,242,47,1
,Lawrence,"49,421",161,2,26,63,70,979,108,679,192,8
,Lebanon,"17,042",49,0,2,0,47,161,29,109,23,1
,Linton,"5,147",3,0,0,0,3,158,6,134,18,0
,Logansport,"18,195",8,0,6,0,2,337,41,279,17,1
,Lowell,"11,204",0,0,0,0,0,32,3,29,0,0
,Marion,"28,108",55,0,15,5,35,646,58,486,102,2
,McCordsville,"10,193",10,0,2,0,8,106,6,89,11,0
,Michigan City,"32,051",135,1,5,17,112,"1,185",210,865,110,10
,Mishawaka,"51,022",144,2,35,15,92,"1,463",254,"1,078",131,3
,Mount Vernon,"6,380",17,1,4,1,11,106,5,87,14,3
,Muncie,"65,343",315,11,35,30,239,"1,776",315,"1,214",247,5
,Munster,"23,628",13,0,3,3,7,203,13,174,16,0
,Nappanee,"6,857",9,0,1,0,8,66,7,52,7,1
,New Albany,"37,198",151,3,10,18,120,"1,153",145,859,149,2
,New Carlisle,"1,901",2,0,0,1,1,11,4,6,1,0
,New Haven,"15,856",31,0,2,1,28,187,43,124,20,0
,New Palestine,"2,976",3,0,0,0,3,7,0,6,1,0
,New Whiteland,"5,597",2,0,1,0,1,19,6,11,2,0
,North Vernon,"6,455",9,0,2,0,7,145,14,106,25,0
,North Webster,993,0,0,0,0,0,37,4,32,1,0
,Osceola,"2,588",2,0,0,0,2,27,8,15,4,1
,Pendleton,"4,974",2,0,0,1,1,9,2,7,0,0
,Pittsboro,"4,145",2,0,1,1,0,14,1,12,1,0
,Plainfield,"36,189",55,3,15,6,31,643,52,521,70,1
,Portage,"38,438",61,1,24,5,31,439,28,393,18,1
,Porter,"5,258",10,0,0,4,6,17,1,14,2,1
,Prince's Lakes,"1,372",0,0,0,0,0,18,3,15,0,0
,Roseland,849,19,0,1,6,12,33,6,20,7,0
,Sellersburg,"9,784",8,0,0,0,8,48,6,31,11,0
,Seymour,"21,415",23,0,14,2,7,377,25,309,43,3
,Shelbyville,"20,074",72,0,4,5,63,306,43,241,22,1
,Sheridan,"3,079",3,0,1,0,2,3,0,2,1,0
,Silver Lake,870,0,0,0,0,0,18,1,15,2,0
,Speedway,"13,612",43,1,5,18,19,404,31,337,36,2
,Syracuse,"3,063",10,0,0,0,10,30,4,23,3,0
,Tell City,"7,587",17,0,0,0,17,148,14,126,8,1
,Terre Haute,"58,507",340,2,38,67,233,"2,776",694,"1,667",415,63
,Valparaiso,"34,708",37,0,13,1,23,289,16,249,24,0
,Vincennes,"16,487",12,0,3,1,8,438,82,314,42,1
,Walkerton,"2,080",5,0,0,0,5,45,27,15,3,0
,Warsaw,"15,952",49,0,9,5,35,317,42,238,37,0
,Washington,"12,090",7,0,3,1,3,104,13,84,7,0
,Westfield,"54,552",43,0,9,4,30,411,45,352,14,0
,West Lafayette,"44,891",46,0,14,2,30,457,43,383,31,1
,Whiteland,"4,835",0,0,0,0,0,42,2,33,7,0
,Whitestown,"11,909",16,0,2,2,12,121,7,102,12,0
,Whiting,"4,532",7,0,0,0,7,89,9,67,13,1
,Winona Lake,"5,066",14,0,1,0,13,27,2,22,3,0
,Zionsville,"32,575",5,0,2,1,2,117,3,106,8,0
IOWA,Adel,"6,377",10,0,5,1,4,69,14,50,5,1
,Albia,"3,717",14,0,2,0,12,35,9,22,4,0
,Algona,"5,257",18,0,0,0,18,11,1,9,1,1
,Altoona,"21,830",40,0,2,3,35,270,12,230,28,2
,Ames,"66,852",146,2,58,11,75,857,79,726,52,6
,Ankeny,"72,315",142,0,27,6,109,778,50,671,57,3
,Asbury,"6,005",1,0,0,0,1,16,7,9,0,0
